"date","month","year","event","championship","decision","decision_group","round","time","p1_result","p1_id","p1_name","p1_country","p1_sex","p2_result","p2_id","p2_name","p2_country","p2_sex","wtClass"
"1/5/13",1,2013,"KZ: Kombat Zone 38",FALSE,"TKO (Punches)","KO/TKO","1","01:39:00","L",3104381,"Moon, Cory","USA","M","W",3104379,"Woods, Justin","USA","M","Heavyweight"
"12/17/16",12,2016,"UFC Fight Night: VanZant vs. Waterson",FALSE,"Decision - Unanimous","Decision","3","05:00:00","L",3106310,"Moontasri, James","USA","M","W",3088232,"Morono, Alex","USA","M","Welterweight"
"7/23/16",7,2016,"UFC Fight Night: Holm vs. Shevchenko",FALSE,"Decision - Unanimous","Decision","3","05:00:00","L",3106310,"Moontasri, James","USA","M","W",3417396,"Oliveira, Alex","BRA","M","Welterweight"
"11/14/15",11,2015,"UFC 193: Rousey vs. Holm",FALSE,"KO/TKO","KO/TKO","1","04:36:00","W",3106310,"Moontasri, James","USA","M","L",3949547,"Zafir, Anton","AUS","M","Welterweight"
"2/14/15",2,2015,"UFC Fight Night: Henderson vs. Thatch",FALSE,"Submission","Submission","2","01:49:00","W",3106310,"Moontasri, James","USA","M","L",2517112,"Pfister, Cody","USA","M","Lightweight"
"6/6/14",6,2014,"RFA 15: Casey vs. Sanchez",FALSE,"KO","KO/TKO","1","01:14:00","W",3106310,"Moontasri, James","USA","M","L",2969823,"Rinaldi, Jordan","USA","M","Lightweight"
"1/24/14",1,2014,"RFA 12: Ortega vs. Koch",FALSE,"Submission (Rear Naked Choke)","Submission","2","00:28:00","W",3106310,"Moontasri, James","USA","M","L",3106313,"Reger, Rick","USA","M","Welterweight"
"2/24/11",2,2011,"FCOC: Fight Club OC",FALSE,"Decision - Split","Decision","3","05:00:00","L",3106310,"Moontasri, James","USA","M","W",3099140,"Smith Jr., Darren","USA","M","Welterweight"
"8/4/17",8,2017,"LFA 18: Aguilar vs. Rader",FALSE,"Submission (Rear Naked Choke)","Submission","1","04:34:00","W",4688448,"Moore, Brant","USA","M","L",4688626,"Nichols, AJ","USA","M","Lightweight"
"7/31/21",7,2021,"Bellator 263: Pitbull vs. McKee",FALSE,"Decision - Unanimous","Decision","3","05:00:00","W",3016688,"Moore, Brian","IRL","M","L",4020799,"Winski, Jordan","USA","M","Bantamweight"
"12/16/16",12,2016,"Bellator 169: Lawal vs. Ishii",FALSE,"Submission (Arm Triangle)","Submission","1","04:44:00","L",3016688,"Moore, Brian","IRL","M","W",2354210,"Weichel, Daniel","GER","M","Featherweight"
"11/12/11",11,2011,"OMMAC 12: Bad Vibes",FALSE,"Unanimous Decision","Decision","3","05:00:00","L",3016688,"Moore, Brian","IRL","M","W",3009720,"Wilkinson, Mike","ENG","M","Featherweight"
"10/15/11",10,2011,"CG 3: Battle for Europe",FALSE,"Decision - Unanimous","Decision","3","05:00:00","W",3016688,"Moore, Brian","IRL","M","L",4071387,"Zielinski, Adrian","POL","M","Lightweight"
"2/12/11",2,2011,"CFC: Chaos Fighting Championship 8",FALSE,"TKO","KO/TKO","3","01:12:00","W",3016688,"Moore, Brian","IRL","M","L",3961879,"Young, Andy","NIR","M","Bantamweight"
"3/6/10",3,2010,"Xtreme Fighting League: March Badness",FALSE,"Submission","Submission","1","00:33:00","W",2515796,"Moore, Derrick","IRL","M","L",2515797,"Simpson, Trey","USA","M","Bantamweight"
"8/13/16",8,2016,"WCC 17: World Cagefighting Championships 17",FALSE,"Decision - Unanimous","Decision","3","05:00:00","W",4683578,"Moore, Desmond","USA","M","L",4671252,"Shutt, Blaine","USA","M","Bantamweight"
"12/27/03",12,2003,"ROTR 4.5: Proving Grounds",FALSE,"Unanimous Decision","Decision","2","05:00:00","L",2499999,"Moore, Homer","USA","M","W",2335796,"Sonnen, Chael","USA","M","Heavyweight"
"3/15/02",3,2002,"RITC 34: Rage in the Cage 34",FALSE,"Unanimous Decision","Decision","3","03:00:00","W",2499999,"Moore, Homer","USA","M","L",2335698,"Riggs, Joe","USA","M","Heavyweight"
"11/2/01",11,2001,"UFC 34: High Voltage",FALSE,"Submission","Submission","2","00:55:00","L",2499999,"Moore, Homer","USA","M","W",2335830,"Tanner, Evan","USA","M","Heavyweight"
"6/22/19",6,2019,"Bellator 223: Mousasi vs. Lovato Jr.",FALSE,"TKO","KO/TKO","2","03:23:00","L",2999925,"Moore, Justin","ENG","M","W",4046338,"Ward, Charlie","IRL","M","Middleweight"
"4/5/08",4,2008,"SC 1: The Uprising",FALSE,"Decision - Unanimous","Decision","3","05:00:00","L",2953536,"Moore, Rodney","ENG","M","W",2511420,"Troeng, Tor","SWE","M","Middleweight"
"11/10/20",11,2020,"Dana White's Contender Series: Season 4, Week 9",FALSE,"Decision - Unanimous","Decision","3","05:00:00","L",4237930,"Moore, Taylor","USA","M","W",4606413,"Sabatello, Danny","USA","M","Bantamweight"
"8/28/19",8,2019,"WXC 81: Warrior Wednesday 6",FALSE,"Submission (Triangle Choke)","Submission","3","03:03:00","W",4237930,"Moore, Taylor","USA","M","L",3025160,"Robinson, Josh","USA","M","Bantamweight"
"9/22/18",9,2018,"Triple X Cagefighting: Legends 79",FALSE,"Decision - Unanimous","Decision","5","05:00:00","W",4237930,"Moore, Taylor","USA","M","L",4241034,"Ventimiglia, Andrew","USA","M","Bantamweight"
"6/15/18",6,2018,"WXC 72: Inferno",FALSE,"Decision - Unanimous","Decision","3","05:00:00","W",4237930,"Moore, Taylor","USA","M","L",3089056,"Ramirez, Eric","USA","M","Bantamweight"
"10/3/17",10,2017,"KLF: Kunlun Fight 15",FALSE,"Decision - Unanimous","Decision","3","05:00:00","L",4237930,"Moore, Taylor","USA","M","W",4030255,"Zhenhong, Lu","CHN","M","Featherweight"
"8/25/17",8,2017,"DCS 11: Dual Combat Sports 11 - Motor City Caged Combat",FALSE,"TKO (Punches)","KO/TKO","1","01:42:00","W",4237930,"Moore, Taylor","USA","M","L",4701073,"Rahman, Usama","FRA","M","Bantamweight"
"11/12/16",11,2016,"TWC Pro Series: Anderson vs. Veerella",FALSE,"KO/TKO","KO/TKO","2","01:17:00","W",4237930,"Moore, Taylor","USA","M","L",4701073,"Rahman, Usama","FRA","M","Bantamweight"
"8/27/16",8,2016,"KOP 50: KnockOut Promotions 50",FALSE,"KO/TKO","KO/TKO","1","02:38:00","W",4237930,"Moore, Taylor","USA","M","L",3023240,"Zelinski, Tony","USA","M","Bantamweight"
"6/25/16",6,2016,"DCS 5: Dual Combat Sports 5 - Eastern Market Massa",FALSE,"KO/TKO","KO/TKO","3","04:17:00","W",4237930,"Moore, Taylor","USA","M","L",4702538,"Theuer, Pancho","BRA","M","Bantamweight"
"2/20/16",2,2016,"Triple X Cagefighting: Legends 7",FALSE,"KO/TKO","KO/TKO","1","00:46:00","W",4237930,"Moore, Taylor","USA","M","L",3032329,"Thompson, Daryl","USA","M","Bantamweight"
"8/15/14",8,2014,"Arena Tour 3: Moore vs. Tirloni",FALSE,"TKO","KO/TKO","1","00:00:00","L",2431334,"Moore, Todd","USA","M","W",2499013,"Tirloni, Ricardo","BRA","M","Welterweight"
"3/1/13",3,2013,"LFC 18: Legacy Fighting Championship 18",FALSE,"TKO (Punches)","KO/TKO","2","02:01:00","W",2431334,"Moore, Todd","USA","M","L",3099958,"Ontiveros, Charlie","USA","M","Middleweight"
"8/3/08",8,2008,"WEC 35: Condit vs. Miura",FALSE,"Submission","Submission","1","03:00:00","L",2431334,"Moore, Todd","USA","M","W",2499014,"Roller, Shane","USA","M","Welterweight"
"11/17/06",11,2006,"ROC 12: Tournament of Champions",FALSE,"Decision - Unanimous","Decision","3","05:00:00","W",2431334,"Moore, Todd","USA","M","L",2570362,"Toney, Jamie","BUL","M","Welterweight"
"6/24/06",6,2006,"UTS 6: Ultimate Texas Showdown 6",FALSE,"TKO (Punches)","KO/TKO","3","00:10:00","W",2431334,"Moore, Todd","USA","M","L",2354285,"Schulte, Thomas","USA","M","Welterweight"
"2/10/06",2,2006,"REF: Renegades Extreme Fighting",FALSE,"Unanimous Decision","Decision","3","05:00:00","W",2431334,"Moore, Todd","USA","M","L",2354141,"Waldburger, TJ","USA","M","Welterweight"
"2/25/06",2,2006,"UTS 4: Ultimate Texas Showdown 4",FALSE,"Decision - Unanimous","Decision","3","05:00:00","W",2431334,"Moore, Todd","USA","M","L",2555993,"O'Neal, Jeremiah","USA","M","Heavyweight"
"3/26/22",3,2022,"ONE Championship: ONE X",TRUE,"Submission (Guillotine)","Submission","3","03:58:00","W",3081236,"Moraes, Adriano","BRA","M","L",4046614,"Wakamatsu, Yuya","JPN","M","Bantamweight"
"3/14/14",3,2014,"One FC 14: War of Nations",FALSE,"Submission (Rear Naked Choke)","Submission","2","03:48:00","W",3081236,"Moraes, Adriano","BRA","M","L",2613316,"Urushitani, Yasuhiro","JPN","M","Flyweight"
"11/15/13",11,2013,"One FC 12: Warrior Spirit",FALSE,"Split Decision","Decision","3","05:00:00","L",3081236,"Moraes, Adriano","BRA","M","W",2578775,"Saadulaev, Yusup","RUS","M","Featherweight"
"5/17/13",5,2013,"Shooto: Brazil 39",FALSE,"Decision - Unanimous","Decision","3","05:00:00","W",3081236,"Moraes, Adriano","BRA","M","L",3047350,"Santiago Jr., Jose Marcos Lima","USA","M","Flyweight"
"3/9/13",3,2013,"PMF: Pro Mix Fight 7",FALSE,"Submission (Arm Triangle)","Submission","1","01:30:00","W",3081236,"Moraes, Adriano","BRA","M","L",3093509,"Vilalba, Ariel","CAN","M","Flyweight"
"11/25/22",11,2022,"2022 PFL World Championship",FALSE,"KO/TKO","KO/TKO","3","00:58:00","L",2553310,"Moraes, Marlon","BRA","M","W",3020092,"Moraes, Sheymon","BRA","M","Featherweight"
"3/12/22",3,2022,"UFC Fight Night: Santos vs. Ankalaev",FALSE,"KO/TKO","KO/TKO","1","02:06:00","L",2553310,"Moraes, Marlon","BRA","M","W",3151289,"Yadong, Song","CHN","M","Bantamweight"
"10/10/20",10,2020,"UFC Fight Night: Moraes vs. Sandhagen",FALSE,"KO/TKO","KO/TKO","2","01:03:00","L",2553310,"Moraes, Marlon","BRA","M","W",4294504,"Sandhagen, Cory","USA","M","Bantamweight"
"6/1/18",6,2018,"UFC Fight Night: Rivera vs. Moraes",FALSE,"KO/TKO","KO/TKO","1","00:33:00","W",2553310,"Moraes, Marlon","BRA","M","L",3003458,"Rivera, Jimmie","PUR","M","Featherweight"
"12/9/17",12,2017,"UFC Fight Night: Swanson vs. Ortega",FALSE,"KO/TKO","KO/TKO","1","01:07:00","W",2553310,"Moraes, Marlon","BRA","M","L",3031559,"Sterling, Aljamain","USA","M","Bantamweight"
"12/31/16",12,2016,"WSOF 34: Gaethje vs. Firmino",TRUE,"TKO (Injury)","KO/TKO","1","02:30:00","W",2553310,"Moraes, Marlon","BRA","M","L",3895694,"Silva, Josenaldo","BRA","M","Featherweight"
"8/1/15",8,2015,"WSOF 22: Palhares vs. Shields",TRUE,"Submission (Rear Naked Choke)","Submission","3","03:46:00","W",2553310,"Moraes, Marlon","BRA","M","L",3020092,"Moraes, Sheymon","BRA","M","Featherweight"
"3/29/14",3,2014,"WSOF 9: Carl vs. Palhares",TRUE,"Decision - Unanimous","Decision","5","05:00:00","W",2553310,"Moraes, Marlon","BRA","M","L",3076377,"Rettinghouse, Josh","USA","M","Bantamweight"
"3/23/13",3,2013,"WSOF 2: Arlovski vs. Johnson",FALSE,"KO/TKO","KO/TKO","1","02:55:00","W",2553310,"Moraes, Marlon","BRA","M","L",2976026,"Nam, Tyson","USA","M","Bantamweight"
"11/18/11",11,2011,"ROC 38: Ring of Combat 38",TRUE,"Submission (Arm Triangle)","Submission","1","02:34:00","L",2553310,"Moraes, Marlon","BRA","M","W",2335720,"Taurosevicius, Deividas","USA","M","Featherweight"
"5/20/06",5,2006,"GFC 1: Gold Fighters Championship",FALSE,"Submission (Armbar)","Submission","1","00:00:00","L",2500727,"Moraes, Renan","BRA","M","W",2335764,"Palhares, Rousimar","BRA","M","Middleweight"
"10/23/20",10,2020,"TAURA MMA 10",FALSE,"Decision - Unanimous","Decision","3","05:00:00","L",2965133,"Moraes, Sergio","BRA","M","W",4903096,"Revel, Jared","CAN","M","Middleweight"
"9/22/18",9,2018,"UFC Fight Night: Marreta vs. Anders",FALSE,"Submission","Submission","2","04:42:00","W",2965133,"Moraes, Sergio","BRA","M","L",2335820,"Saunders, Ben","USA","M","Welterweight"
"9/16/17",9,2017,"UFC Fight Night: Rockhold vs. Branch",FALSE,"KO/TKO","KO/TKO","1","02:48:00","L",2965133,"Moraes, Sergio","BRA","M","W",3088812,"Usman, Kamaru","NGR","M","Welterweight"
"3/11/17",3,2017,"UFC Fight Night: Belfort vs. Gastelum",FALSE,"Decision - Unanimous","Decision","3","05:00:00","W",2965133,"Moraes, Sergio","BRA","M","L",3114625,"Ramos, Davi","BRA","M","Welterweight"
"11/19/16",11,2016,"UFC Fight Night: Bader vs. Nogueira 2",FALSE,"Decision - Split","Decision","3","05:00:00","W",2965133,"Moraes, Sergio","BRA","M","L",3088241,"Ottow, Zak","USA","M","Welterweight"
"6/6/12",6,2012,"The Ultimate Fighter Brazil 1 Semifinal",FALSE,"KO/TKO","KO/TKO","1","00:00:00","L",2965133,"Moraes, Sergio","BRA","M","W",3005987,"Sarafian, Daniel","BRA","M","Welterweight"
"9/29/07",9,2007,"MTL: Mo Team League 2",FALSE,"Submission (Triangle Choke)","Submission","1","02:07:00","W",2965133,"Moraes, Sergio","BRA","M","L",2558163,"Santos, Andre","BRA","M","Welterweight"
"6/24/22",6,2022,"2022 PFL Regular Season: Featherweights & Heavyweights",FALSE,"Decision - Unanimous","Decision","3","05:00:00","L",3020092,"Moraes, Sheymon","BRA","M","W",3003039,"Palmer, Lance","USA","M","Featherweight"
"4/28/22",4,2022,"2022 PFL Regular Season: Featherweights & Heavyweights",FALSE,"Decision - Unanimous","Decision","3","05:00:00","W",3020092,"Moraes, Sheymon","BRA","M","L",3122040,"Salmon, Boston","USA","M","Featherweight"
"8/27/21",8,2021,"PFL Playoffs: Featherweights & Light Heavyweights",FALSE,"KO/TKO","KO/TKO","2","04:45:00","W",3020092,"Moraes, Sheymon","BRA","M","L",2557012,"Stojadinovic, Lazar","BUL","M","Featherweight"
"6/10/21",6,2021,"PFL Regular Season: Lightweights & Featherweights",FALSE,"Submission","Submission","2","04:59:00","W",3020092,"Moraes, Sheymon","BRA","M","L",4717698,"Stirn, Jesse","USA","M","Featherweight"
"3/30/19",3,2019,"UFC Fight Night: Barboza vs. Gaethje",FALSE,"Decision - Unanimous","Decision","3","05:00:00","L",3020092,"Moraes, Sheymon","BRA","M","W",4289274,"Yusuff, Sodiq","NGR","M","Featherweight"
"8/4/18",8,2018,"UFC 227: Dillashaw vs. Garbrandt 2",FALSE,"Decision - Unanimous","Decision","3","05:00:00","W",3020092,"Moraes, Sheymon","BRA","M","L",3122837,"Sayles, Matt","USA","M","Featherweight"
"6/17/16",6,2016,"WSOF 31: Ivanov vs. Copeland",FALSE,"Decision - Unanimous","Decision","3","05:00:00","W",3020092,"Moraes, Sheymon","BRA","M","L",2537056,"Palomino, Luis","PER","M","Featherweight"
"12/18/15",12,2015,"WSOF 26: Palmer vs. Almeida",FALSE,"TKO","KO/TKO","2","03:21:00","W",3020092,"Moraes, Sheymon","BRA","M","L",2556754,"Peralta, Robert","USA","M","Featherweight"
"12/13/14",12,2014,"WSOF 16: Palhares vs. Fitch",FALSE,"Decision - Split","Decision","3","05:00:00","W",3020092,"Moraes, Sheymon","BRA","M","L",3904416,"Solorio, Gabriel","USA","M","Featherweight"
"9/8/12",9,2012,"Bitetti Combat 12: Oswaldo Paqueta",FALSE,"TKO","KO/TKO","2","04:16:00","W",3020092,"Moraes, Sheymon","BRA","M","L",2976027,"Nobre, Pedro","BRA","M","Featherweight"
"9/8/18",9,2018,"Batalha MMA 14",FALSE,"Decision - Split","Decision","3","05:00:00","L",4745395,"Moraes, Thales","BRA","M","W",4687105,"Souza, Bruno","BRA","M","Featherweight"
"4/14/18",4,2018,"Thunder Fight: CBMMA 3",FALSE,"Submission","Submission","2","01:04:00","L",4745395,"Moraes, Thales","BRA","M","W",4868779,"Prado, Wellington","BRA","M","Featherweight"
"4/14/18",4,2018,"UFC Fight Night: Poirier vs. Gaethje",FALSE,"Decision - Unanimous","Decision","3","05:00:00","W",2970798,"Moraga, John","USA","M","L",2512984,"Reis, Wilson","BRA","M","Featherweight"
"1/15/17",1,2017,"UFC Fight Night: Rodriguez vs. Penn",FALSE,"Decision - Unanimous","Decision","3","05:00:00","L",2970798,"Moraga, John","USA","M","W",3002028,"Pettis, Sergio","USA","M","Flyweight"
"7/8/16",7,2016,"The Ultimate Fighter 23 Finale",FALSE,"Decision - Split","Decision","3","05:00:00","L",2970798,"Moraga, John","USA","M","W",3020090,"Nicolau, Matheus","BRA","M","Flyweight"
"9/5/14",9,2014,"UFC Fight Night: Souza vs. Mousasi",FALSE,"Submission","Submission","2","00:47:00","W",2970798,"Moraga, John","USA","M","L",3075588,"Scoggins, Justin","USA","M","Flyweight"
"1/15/14",1,2014,"UFC Fight Night: Rockhold vs. Philippou",FALSE,"Decision - Split","Decision","3","05:00:00","W",2970798,"Moraga, John","USA","M","L",2512958,"Ortiz, Dustin","USA","M","Flyweight"
"6/22/12",6,2012,"RITC: Rage in the Cage 160",FALSE,"Decision - Unanimous","Decision","3","05:00:00","W",2970798,"Moraga, John","USA","M","L",2972880,"Senters, Maurice","TUR","M","Flyweight"
"2/13/10",2,2010,"RITC 139: Rage in the Cage 139",FALSE,"Decision - Unanimous","Decision","3","03:00:00","W",2970798,"Moraga, John","USA","M","L",2972887,"Morton, Evan","ENG","M","Flyweight"
"11/7/09",11,2009,"RITC 136: Rage in the Cage 136",FALSE,"Decision - Unanimous","Decision","3","03:00:00","W",2970798,"Moraga, John","USA","M","L",2972889,"Shapiro, Sam","UKR","M","Flyweight"
"6/25/21",6,2021,"PFL Regular Season: Heavyweights & Women's Lightweights",FALSE,"Decision - Split","Decision","3","05:00:00","W",3161692,"Morais, Mariana","BRA","F","L",2354557,"Young, Kaitlin","USA","F","Lightweight"
"3/1/20",3,2020,"Shooto Brazil: Grand Prix",FALSE,"Decision - Split","Decision","3","05:00:00","W",3161692,"Morais, Mariana","BRA","F","L",3971629,"Silva, Dayana","BRA","F","Lightweight"
"5/5/18",5,2018,"NCE 26: New Corpore Extreme 26",FALSE,"Decision - Unanimous","Decision","3","05:00:00","W",3161692,"Morais, Mariana","BRA","F","L",4257423,"Santos do Nascimento, Nubia","BRA","F","Lightweight"
"3/17/18",3,2018,"Shooto Brazil: Shooto Brazil 81",FALSE,"Decision - Unanimous","Decision","3","05:00:00","L",3161692,"Morais, Mariana","BRA","F","W",4567688,"Procopio, Lara","BRA","F","Lightweight"
"1/13/18",1,2018,"Invicta FC 27: Kianzad vs. Kaufman",FALSE,"Submission (Rear Naked Choke)","Submission","1","04:19:00","L",3161692,"Morais, Mariana","BRA","F","W",2354571,"Porto, Vanessa","BRA","F","Lightweight"
"12/17/16",12,2016,"The Start Combat: The Start 4",FALSE,"Decision - Unanimous","Decision","3","05:00:00","L",3161692,"Morais, Mariana","BRA","F","W",4292349,"Rosa, Karol","BRA","F","Lightweight"
"7/21/18",7,2018,"Heroine FC 2: Heroine Fighting Championship 2",FALSE,"KO/TKO","KO/TKO","2","00:00:00","W",5109084,"Morais, Marilia","BRA","F","L",5109133,"Tang, Yue","CHN","F","Bantamweight"
"6/10/17",6,2017,"AFC: Aspera Fighting Championship 53",FALSE,"Submission (Guillotine)","Submission","1","01:04:00","W",5109084,"Morais, Marilia","BRA","F","L",5081038,"Nicoly, Ana","BRA","M","Bantamweight"
"8/20/22",8,2022,"UNF 2: Up Next Fighting 2",FALSE,"Submission (Arm Triangle)","Submission","3","01:28:00","W",4044703,"Morales, Albert","USA","M","L",3023600,"Ware, Terrion","USA","M","Bantamweight"
"3/9/19",3,2019,"CXF 17: March Madness",FALSE,"Submission (Rear Naked Choke)","Submission","1","01:30:00","W",4044703,"Morales, Albert","USA","M","L",4419466,"Puente Jr., Carlos","USA","M","Bantamweight"
"3/4/17",3,2017,"UFC 209: Woodley vs. Thompson 2",FALSE,"Decision - Split","Decision","3","05:00:00","W",4044703,"Morales, Albert","USA","M","L",3903959,"Soukhamthath, Andre","USA","M","Bantamweight"
"9/17/16",9,2016,"UFC Fight Night: Poirier vs. Johnson",FALSE,"Draw","Unkown/Other","3","05:00:00","D",4044703,"Morales, Albert","USA","M","D",3128373,"Perez, Alejandro","MEX","M","Bantamweight"
"10/24/04",10,2004,"TC 6: Total Combat 6",FALSE,"TKO","KO/TKO","1","02:28:00","L",2555193,"Morales, Joe","MEX","M","W",2354087,"Swanson, Cub","USA","M","Lightweight"
"8/1/21",8,2021,"CW 126: Cage Warriors 126",FALSE,"Decision - Unanimous","Decision","3","05:00:00","W",4238229,"Morales, Joseph","USA","M","L",4578840,"Wirth, Kevin","USA","M","Bantamweight"
"11/10/18",11,2018,"UFC Fight Night: Korean Zombie vs. Rodriguez",FALSE,"Decision - Split","Decision","3","05:00:00","L",4238229,"Morales, Joseph","USA","M","W",3122041,"Shelton, Eric","USA","M","Flyweight"
"8/5/17",8,2017,"UFC Fight Night: Pettis vs. Moreno",FALSE,"Submission","Submission","1","03:56:00","W",4238229,"Morales, Joseph","USA","M","L",4024479,"Sanchez, Roberto","USA","M","Flyweight"
"10/1/21",10,2021,"Combate Global: Morales vs. Sweeney",FALSE,"Decision - Unanimous","Decision","3","05:00:00","L",3155423,"Morales, Leonardo","NCA","M","W",4576059,"Sweeney, John","USA","M","Bantamweight"
"6/6/15",6,2015,"UFC Fight Night: Boetsch vs. Henderson",FALSE,"Submission","Submission","1","02:34:00","L",3155423,"Morales, Leonardo","NCA","M","W",3154228,"Quinonez, Jose","MEX","M","Bantamweight"
"11/15/14",11,2014,"UFC 180: Werdum vs. Hunt",TRUE,"Decision - Unanimous","Decision","3","05:00:00","L",3155423,"Morales, Leonardo","NCA","M","W",3155420,"Rodriguez, Yair","MEX","M","Featherweight"
"9/21/21",9,2021,"Dana White's Contender Series: Season 5, Week 4",FALSE,"Decision - Unanimous","Decision","3","05:00:00","W",4869426,"Morales, Michael","NCA","M","L",4700616,"Veretennikov, Nikolay","KAZ","M","Welterweight"
"9/25/21",9,2021,"UFC 266: Volkanovski vs. Ortega",FALSE,"Submission","Submission","2","03:31:00","L",4372245,"Morales, Omar","VEN","M","W",4245092,"Pearce, Jonathan","USA","M","Lightweight"
"3/27/21",3,2021,"UFC 260: Miocic vs. Ngannou 2",FALSE,"Decision - Unanimous","Decision","3","05:00:00","W",4372245,"Morales, Omar","VEN","M","L",3983481,"Young, Shane","NZL","M","Lightweight"
"8/6/19",8,2019,"Dana White's Contender Series: Season 3, Week 7",FALSE,"KO/TKO","KO/TKO","2","01:06:00","W",4372245,"Morales, Omar","VEN","M","L",4409396,"Park, Harvey","USA","M","Lightweight"
"8/17/18",8,2018,"Bellator 204: Caldwell vs. Lahat",FALSE,"KO","KO/TKO","1","00:58:00","W",4372245,"Morales, Omar","VEN","M","L",4290342,"Nawrocki, Troy","USA","M","Lightweight"
"6/1/99",6,1999,"BRI 3: Bass Rutten Invitational 3",FALSE,"Submission (Guillotine)","Submission","1","00:51:00","L",2500447,"Morales, Ray","VEN","M","W",2335885,"Pulver, Jens","USA","M","Lightweight"
"12/4/21",12,2021,"UFC Fight Night: Font vs. Aldo",FALSE,"KO/TKO","KO/TKO","1","02:02:00","W",4349153,"Morales, Vince","USA","M","L",3087023,"Smolka, Louis","USA","M","Bantamweight"
"8/7/21",8,2021,"UFC 265: Lewis vs. Gane",FALSE,"Decision - Unanimous","Decision","3","05:00:00","W",4349153,"Morales, Vince","USA","M","L",4412279,"Rodriguez, Drako","USA","M","Bantamweight"
"5/4/19",5,2019,"UFC Fight Night: Iaquinta vs. Cowboy",FALSE,"Decision - Unanimous","Decision","3","05:00:00","W",4349153,"Morales, Vince","USA","M","L",4079149,"Zahabi, Aiemann","CAN","M","Bantamweight"
"11/24/18",11,2018,"UFC Fight Night: Blaydes vs. Ngannou 2",FALSE,"Decision - Unanimous","Decision","3","05:00:00","L",4349153,"Morales, Vince","USA","M","W",3151289,"Yadong, Song","CHN","M","Bantamweight"
"9/21/18",9,2018,"Bellator 205: McKee vs. Teixeira",FALSE,"Decision - Unanimous","Decision","3","05:00:00","W",4349153,"Morales, Vince","USA","M","L",4393241,"Williams-Hugo, Justin","USA","M","Bantamweight"
"7/17/18",7,2018,"DWTNCS Season 2, Week 5",FALSE,"Submission","Submission","2","01:52:00","L",4349153,"Morales, Vince","USA","M","W",3041157,"Pilarte, Domingo","USA","M","Bantamweight"
"9/11/15",9,2015,"FSF: Front Street Fights 6",FALSE,"Submission (Armbar)","Submission","2","03:26:00","L",4349153,"Morales, Vince","USA","M","W",3128474,"Wick, Josh","USA","M","Lightweight"
"2/29/08",2,2008,"VFC 22: Ascension",FALSE,"Submission (Armbar)","Submission","2","01:19:00","L",2976051,"Moran, Dave","USA","M","W",2512976,"Smith, Anthony","USA","M","Heavyweight"
"9/5/21",9,2021,"Fury FC 50: Fury Fighting Championship 50",FALSE,"Decision - Unanimous","Decision","3","05:00:00","W",5060520,"Moran, Paris","USA","M","L",4684241,"Smith, Nate","USA","M","Flyweight"
"5/11/22",5,2022,"Invicta FC 47: Ducote vs. Zappitella",FALSE,"Decision - Split","Decision","3","05:00:00","L",4141212,"Morandin, Janaisa","BRA","F","W",4070798,"Pirosin, Liana","BRA","F","Flyweight"
"8/31/17",8,2017,"Invicta FC 25: Kunitskaya vs. Pa'aluhi",FALSE,"Decision - Unanimous","Decision","3","05:00:00","L",4141212,"Morandin, Janaisa","BRA","F","W",3599515,"Souza, Livinha","BRA","F","Flyweight"
"2/18/18",2,2018,"UFC Fight Night: Cowboy vs. Medeiros",FALSE,"Decision - Unanimous","Decision","3","05:00:00","L",3041848,"Moras, Sarah","CAN","F","W",4040197,"Pudilova, Lucie","CZE","F","Bantamweight"
"7/28/12",7,2012,"Invicta FC 2: Baszler vs. McMann",FALSE,"Decision - Unanimous","Decision","3","05:00:00","L",3041848,"Moras, Sarah","CAN","F","W",2995167,"Pennington, Raquel","USA","F","Bantamweight"
"4/10/15",4,2015,"WSOF 20: Branch vs. McElligott",FALSE,"Decision - Unanimous","Decision","3","05:00:00","L",2611331,"Moraza-Pollard, Chip","USA","M","W",3001931,"Secor, Matt","USA","M","Catchweight"
"11/15/13",11,2013,"Bellator MMA: Bellator 108",FALSE,"KO/TKO","KO/TKO","1","00:37:00","L",2611331,"Moraza-Pollard, Chip","USA","M","W",2553777,"Oropeza, Sam","USA","M","Welterweight"
"12/10/11",12,2011,"CFFC 12: Pollard vs. Soto",TRUE,"Submission (Triangle Choke)","Submission","2","04:06:00","L",2611331,"Moraza-Pollard, Chip","USA","M","W",2500661,"Soto, Greg","USA","M","Welterweight"
"2/26/11",2,2011,"Reality Fighting: Mohegan Fight Night 2",FALSE,"Unanimous Decision","Decision","3","05:00:00","L",2611331,"Moraza-Pollard, Chip","USA","M","W",3112021,"Zapata, Roger","USA","M","Welterweight"
"8/7/10",8,2010,"UFC 117: Silva vs. Sonnen",FALSE,"KO/TKO","KO/TKO","2","00:22:00","L",2504170,"Morecraft, Christian","USA","M","W",2335727,"Struve, Stefan","NED","M","Heavyweight"
"8/5/21",8,2021,"Standout Fighting Tournament 28: Mexicano vs. Matsumoto",FALSE,"Decision - Unanimous","Decision","5","05:00:00","L",4030631,"Moreira, Gisele","BRA","F","W",4566308,"Souza, Ketlen","BRA","F","Bantamweight"
